Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,24X7Security,PowerBackup,CarParking,StaffQuarter,AC,Wifi,Children'splayarea,LiftAvailable,BED
23000000,1580,"Besant Nagar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
38000000,1275,"Kilpauk, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
20099999,2050,"Anna Nagar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
30000000,1160,"Anna Nagar, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
3679999,2145,"Egmore, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
3822999,1150,"Tiruporur Near Kelambakkam, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
4431000,1062,"tambaram west, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
28000000,1231,"tambaram west, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
31000000,1704,"Egmore, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
26000000,2610,"Adyar, Chennai",4,1,9,9,9,9,9,9,9,9,9,9,9
14300000,1565,"Annanagar West, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
8417000,1334,"Saidapet, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
30400000,1295,"Navallur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3634000,1851,"Raja Annamalai Puram, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
2142000,920,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
21000000,612,"Kelambakkam, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
7800000,2062,"Anna Nagar, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
35000000,1300,"Thoraipakkam OMR, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
2334000,2030,"Anna Nagar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
4920000,753,"Thalambur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
15000000,1245,"Perumbakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
17900000,1575,"Thoraipakkam OMR, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4819000,1788,"Thoraipakkam OMR, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5420000,967,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5956000,1207,"Perumbakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
9130000,1254,"Pallikaranai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3843000,1922,"Pallikaranai, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7134000,1220,"Thalambur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7579000,1710,"Kelambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
43200000,1166,"Iyappanthangal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
11900000,2056,"Nungambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4798000,1825,"Iyappanthangal, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8644000,1263,"Perumbakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
6389000,1358,"Velappanchavadi, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5265000,983,"Velappanchavadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
12000000,1170,"Kattupakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4635000,1030,"Choolaimedu, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
4635000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3499000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3499000,775,"Madambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7200000,775,"Madambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7400000,1220,"Madipakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6018000,1310,"Madipakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
9738000,1020,"Madipakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4800000,1855,"Madipakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5800000,1053,"Guduvancheri, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6200000,1090,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4700000,1170,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4600000,976,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4000000,952,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4125000,800,"Sunnambu Kolathur S Kolathur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,825,"Sunnambu Kolathur S Kolathur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5808000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5808000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5737000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4635000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3000000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6800000,855,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4587000,1158,"Velachery, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4864000,976,"Kattupakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2486000,1035,"Kattupakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4573000,529,"Kattupakkam, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
6770999,973,"Kattupakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5734000,1110,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8052000,940,"Mogappair, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7442000,1320,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7869000,1220,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5764000,1290,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7686000,945,"Mogappair, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5642000,1260,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7436000,925,"Mogappair, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6913000,1352,"Manapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8540000,1257,"Manapakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5692000,1400,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
2740000,1035,"Manapakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6343000,563,"Thiruverkadu, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
5542000,1337,"Thiruverkadu, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5555000,1165,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5519000,1010,"Mugalivakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
11500000,1160,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2777000,2096,"Mugalivakkam, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
8563000,571,"Thiruverkadu, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
4793000,1557,"Mugalivakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
2763000,1004,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9226000,568,"Thiruverkadu, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
2703000,1633,"Mugalivakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5630000,555,"Thiruverkadu, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
5756000,1184,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2726000,1211,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
8227000,560,"Thiruverkadu, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
3306000,1307,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8270999,538,"Karapakkam, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
6567000,1314,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8548000,1027,"Karapakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6548000,1358,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
16900000,1024,"Karapakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9826000,2686,"Karapakkam, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
8158000,1561,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
9857000,1296,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
11500000,1566,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
9845000,1829,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
12200000,1564,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
16600000,1944,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3372999,2640,"Karapakkam, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
16500000,549,"Karapakkam, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
16399999,2630,"Karapakkam, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
10000000,2616,"Karapakkam, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
8029000,1599,"Karapakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
6380000,2140,"Thalambur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
4659000,1702,"Thalambur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4699000,1277,"Thalambur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4260000,1288,"Thalambur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8048999,1166,"Thalambur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6360000,2146,"Thalambur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
5808000,1697,"Thalambur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5737000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4635000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4635000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6700000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6700000,1123,"Iyappanthangal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5200000,1123,"Iyappanthangal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3432000,811,"Kovilambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4171000,722,"Ullagaram, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3789000,869,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3789000,815,"Vellakkal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5412000,815,"Vellakkal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4248000,984,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4040999,817,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4040999,898,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4694000,898,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4344000,978,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4344000,905,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4536000,905,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4536000,945,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3321000,945,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3474000,738,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3321000,772,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3461000,738,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5808000,721,"Ullagaram, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3945000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3782000,822,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4314000,788,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3974000,915,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3906000,840,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4314000,825,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3838000,915,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4292000,810,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5112000,910,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3653000,1065,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3653000,840,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3724000,840,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5270000,776,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
8900000,1098,"Nanmangalam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3000000,1655,"Siruseri, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
8214000,700,"Thiruverkadu, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3893000,1439,"Korattur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
10700000,614,"Korattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3420000,1909,"Korattur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
4238000,760,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3709000,831,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3400000,845,"Padur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3500000,855,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,855,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6659999,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6498999,1159,"Ayanambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7753000,1131,"Ayanambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7458000,1551,"Sholinganallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8113000,1492,"Sholinganallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
10700000,1623,"Sholinganallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7968000,2154,"Sholinganallur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
9100000,1594,"Sholinganallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3892000,901,"Nanganallur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3721000,772,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3761999,768,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5366000,836,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4139000,1118,"Nanmangalam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3436999,881,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
11000000,763,"Nanmangalam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7000000,1450,"Velachery, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
12500000,1070,"Velachery, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
17000000,1050,"Thiruvanmiyur, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
3100000,1450,"Adyar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
30000000,702,"Poonamallee, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4635000,3000,"Triplicane, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
5808000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5808000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3924000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9068000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2700000,1110,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5700000,626,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9500000,1147,"Padur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7800000,2020,"Navallur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
3881000,1699,"Navallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5506000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3924000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3924000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7900000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5737000,1441,"Padur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5737000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3986999,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3621000,886,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3428000,1050,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4352000,994,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4604000,1262,"Kelambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
8400000,1335,"Kelambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
11500000,1504,"Navallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
9510000,2021,"Navallur, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
6611000,1650,"Navallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
6312000,1158,"Navallur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
10300000,1058,"Navallur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2899000,1699,"Navallur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7800000,745,"Poonamallee, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
3300000,1234,"Vengaivasal, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
12500000,855,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,1060,"Thiruvanmiyur, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
4999000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3027000,1005,"Kovilambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
17000000,865,"Tiruporur Near Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4605000,2000,"Adyar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
3881000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
29200000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
8763000,5037,"Kanathur Reddikuppam, Chennai",5,0,9,9,9,9,9,9,9,9,9,9,9
4999000,5093,"Kanathur Reddikuppam, Chennai",5,0,9,9,9,9,9,9,9,9,9,9,9
3750000,1865,"Kanathur Reddikuppam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5821000,930,"Medavakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5659000,775,"Medavakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3115000,1294,"Ambattur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
12600000,1068,"Pallavaram, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3700000,588,"Pallavaram, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5654000,1978,"Mogappair, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3700000,850,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7492000,1414,"Perumbakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
2000000,850,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3600000,1414,"Velappanchavadi, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7195999,463,"Avadi, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
3244000,850,"Avadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5892000,1358,"Velappanchavadi, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
12000000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
12000000,1112,"Velappanchavadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5426000,1200,"Adyar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
4882000,1200,"Adyar, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
4820000,1024,"Velappanchavadi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3924000,939,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3924000,927,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3881000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,872,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5263000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2059000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,1462,"Agaramthen, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5858000,572,"Agaramthen, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
3881000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
8941000,1160,"Kovur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4757000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4051000,1374,"Padi, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
4449000,865,"Manikandan Nagar, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6616000,719,"Kovilambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6616000,809,"Kovilambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4190000,1203,"Kovilambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
11000000,1203,"Kovilambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
7300000,764,"Manikandan Nagar, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7300000,1775,"Mugalivakkam, Chennai",3,1,9,9,9,9,9,9,9,9,9,9,9
3800000,1466,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3881000,1466,"Guduvancheri, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
3881000,790,"Perumbakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
2781000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4610000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3475000,618,"Kovur, Chennai",1,0,9,9,9,9,9,9,9,9,9,9,9
3934000,913,"Kovur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9643000,931,"Selaiyur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6618000,622,"Korattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9165000,1691,"Korattur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5004000,1138,"Korattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6700000,1222,"Thoraipakkam OMR, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,1044,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7336000,1123,"Porur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
7213000,721,"Ambattur, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
12000000,1310,"Madipakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
11100000,1173,"Perungudi, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
9165000,1613,"Thoraipakkam OMR, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5004000,1493,"Thoraipakkam OMR, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3965999,1222,"Thoraipakkam OMR, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
16100000,1044,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
14300000,1044,"Kelambakkam, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3499000,2153,"Thoraipakkam OMR, Chennai",4,0,9,9,9,9,9,9,9,9,9,9,9
6767000,1912,"Thoraipakkam OMR, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5045000,828,"Selaiyur, Chennai",2,1,9,9,9,9,9,9,9,9,9,9,9
6659999,1340,"Kovur, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5060000,869,"Kilkattalai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
6312000,1110,"Kilkattalai, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
5325000,920,"Kilkattalai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
5325000,1052,"Kilkattalai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
4794000,945,"Kilkattalai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3790999,945,"Kilkattalai, Chennai",2,0,9,9,9,9,9,9,9,9,9,9,9
3244000,1262,"Kelambakkam, Chennai",3,0,9,9,9,9,9,9,9,9,9,9,9
